Area_Name,Year,Group_Name,Sub_Group_Name,Victims_Above_50_Yrs,Victims_Total,Victims_Upto_10_15_Yrs,Victims_Upto_10_Yrs,Victims_Upto_15_18_Yrs,Victims_Upto_18_30_Yrs,Victims_Upto_30_50_Yrs
Punjab,2009,Murder - Male Victims,1. Male Victims,42,658,15,18,20,251,312
Rajasthan,2009,Murder - Male Victims,1. Male Victims,124,1089,16,16,36,424,473
Sikkim,2009,Murder - Male Victims,1. Male Victims,1,14,NULL,2,NULL,7,4
Tamil Nadu,2009,Murder - Male Victims,1. Male Victims,246,1270,8,36,5,364,611
Tripura,2009,Murder - Male Victims,1. Male Victims,7,91,2,6,0,34,42
Uttar Pradesh,2009,Murder - Male Victims,1. Male Victims,354,3724,89,33,85,1816,1347
Uttarakhand,2009,Murder - Male Victims,1. Male Victims,13,144,1,1,1,72,56
West Bengal,2009,Murder - Male Victims,1. Male Victims,88,1468,3,3,6,708,660
Andaman & Nicobar Islands,2010,Murder - Male Victims,1. Male Victims,NULL,5,NULL,NULL,NULL,2,3
Andhra Pradesh,2010,Murder - Male Victims,1. Male Victims,325,1914,16,7,13,962,591
Arunachal Pradesh,2010,Murder - Male Victims,1. Male Victims,0,73,0,0,0,53,20
Assam,2010,Murder - Male Victims,1. Male Victims,46,1137,NULL,NULL,10,712,369
Bihar,2010,Murder - Male Victims,1. Male Victims,194,2700,30,16,82,1491,887
Chandigarh,2010,Murder - Male Victims,1. Male Victims,3,20,0,1,0,5,11
Chhattisgarh,2010,Murder - Male Victims,1. Male Victims,105,708,8,19,31,231,314
Dadra & Nagar Haveli,2010,Murder - Male Victims,1. Male Victims,NULL,5,NULL,NULL,NULL,NULL,5
Daman & Diu,2010,Murder - Male Victims,1. Male Victims,0,5,0,0,0,4,1
Delhi,2010,Murder - Male Victims,1. Male Victims,25,458,8,6,14,238,167
Goa,2010,Murder - Male Victims,1. Male Victims,2,28,0,0,0,9,17
Gujarat,2010,Murder - Male Victims,1. Male Victims,89,814,14,27,7,312,365
Haryana,2010,Murder - Male Victims,1. Male Victims,65,831,6,4,8,367,381
Himachal Pradesh,2010,Murder - Male Victims,1. Male Victims,17,105,0,2,3,31,52
Jammu & Kashmir,2010,Murder - Male Victims,1. Male Victims,19,205,0,0,0,91,95
Jharkhand,2010,Murder - Male Victims,1. Male Victims,65,1496,2,4,1,895,529
Karnataka,2010,Murder - Male Victims,1. Male Victims,130,1147,3,18,4,481,511
Kerala,2010,Murder - Male Victims,1. Male Victims,55,279,3,23,1,60,137
Madhya Pradesh,2010,Murder - Male Victims,1. Male Victims,244,1890,27,34,40,732,813
Maharashtra,2010,Murder - Male Victims,1. Male Victims,238,1790,18,91,20,670,753
Manipur,2010,Murder - Male Victims,1. Male Victims,8,82,2,0,0,26,46
Meghalaya,2010,Murder - Male Victims,1. Male Victims,8,126,0,0,1,64,53
Mizoram,2010,Murder - Male Victims,1. Male Victims,8,40,0,0,1,8,23
Nagaland,2010,Murder - Male Victims,1. Male Victims,7,42,0,0,0,19,16
Odisha,2010,Murder - Male Victims,1. Male Victims,72,783,0,5,1,304,401
Puducherry,2010,Murder - Male Victims,1. Male Victims,8,30,NULL,NULL,NULL,10,12
Punjab,2010,Murder - Male Victims,1. Male Victims,65,703,3,10,12,277,336
Rajasthan,2010,Murder - Male Victims,1. Male Victims,103,1115,14,15,33,437,513
Sikkim,2010,Murder - Male Victims,1. Male Victims,3,9,NULL,1,NULL,1,4
Tamil Nadu,2010,Murder - Male Victims,1. Male Victims,227,1279,8,25,7,414,598
Tripura,2010,Murder - Male Victims,1. Male Victims,16,96,1,0,0,36,43
Uttar Pradesh,2010,Murder - Male Victims,1. Male Victims,288,3597,52,76,79,1937,1165
Uttarakhand,2010,Murder - Male Victims,1. Male Victims,13,132,1,NULL,NULL,66,52
West Bengal,2010,Murder - Male Victims,1. Male Victims,84,1522,5,0,4,635,794
Andaman & Nicobar Islands,2001,Murder - Total Victims,3. Total,NULL,13,1,NULL,NULL,7,5
Andhra Pradesh,2001,Murder - Total Victims,3. Total,282,2783,74,73,131,1096,1127
Arunachal Pradesh,2001,Murder - Total Victims,3. Total,6,83,0,0,0,41,36
Assam,2001,Murder - Total Victims,3. Total,78,1356,38,21,192,622,405
Bihar,2001,Murder - Total Victims,3. Total,239,3643,2,2,196,1675,1529
Chandigarh,2001,Murder - Total Victims,3. Total,4,15,0,0,0,5,6
Chhattisgarh,2001,Murder - Total Victims,3. Total,205,1657,26,68,68,555,735
Dadra & Nagar Haveli,2001,Murder - Total Victims,3. Total,NULL,3,NULL,NULL,NULL,1,2
Delhi,2001,Murder - Total Victims,3. Total,42,574,12,25,21,305,169
Goa,2001,Murder - Total Victims,3. Total,3,37,NULL,1,NULL,15,18
Gujarat,2001,Murder - Total Victims,3. Total,113,1280,20,107,26,467,547
Haryana,2001,Murder - Total Victims,3. Total,44,818,12,36,62,358,306
Himachal Pradesh,2001,Murder - Total Victims,3. Total,14,122,1,4,2,40,61
Jammu & Kashmir,2001,Murder - Total Victims,3. Total,191,1412,50,10,187,453,521
Jharkhand,2001,Murder - Total Victims,3. Total,160,1507,3,4,160,596,584
Karnataka,2001,Murder - Total Victims,3. Total,181,1678,22,80,60,700,635
Kerala,2001,Murder - Total Victims,3. Total,79,489,13,63,17,113,204
Lakshadweep,2001,Murder - Total Victims,3. Total,0,2,1,1,0,0,0
Madhya Pradesh,2001,Murder - Total Victims,3. Total,101,2425,38,73,166,974,1073
Maharashtra,2001,Murder - Total Victims,3. Total,297,2950,56,189,80,1295,1033
Manipur,2001,Murder - Total Victims,3. Total,11,233,NULL,2,8,139,73
Meghalaya,2001,Murder - Total Victims,3. Total,1,169,0,0,0,116,52
Mizoram,2001,Murder - Total Victims,3. Total,2,31,0,0,3,17,9
Nagaland,2001,Murder - Total Victims,3. Total,3,109,1,0,5,64,36
Odisha,2001,Murder - Total Victims,3. Total,72,1005,2,0,56,490,385
Puducherry,2001,Murder - Total Victims,3. Total,3,25,NULL,NULL,1,10,11
Punjab,2001,Murder - Total Victims,3. Total,54,787,10,10,56,358,299
Rajasthan,2001,Murder - Total Victims,3. Total,133,1275,18,18,47,497,562
Sikkim,2001,Murder - Total Victims,3. Total,2,19,NULL,1,NULL,8,8
Tamil Nadu,2001,Murder - Total Victims,3. Total,170,1662,16,8,249,565,654
Tripura,2001,Murder - Total Victims,3. Total,22,240,6,NULL,17,93,102
Uttar Pradesh,2001,Murder - Total Victims,3. Total,824,8180,158,39,292,3724,3143
Uttarakhand,2001,Murder - Total Victims,3. Total,31,381,5,4,4,124,213
West Bengal,2001,Murder - Total Victims,3. Total,94,1673,2,1,3,889,684
Andaman & Nicobar Islands,2002,Murder - Total Victims,3. Total,2,17,0,0,1,6,8
Andhra Pradesh,2002,Murder - Total Victims,3. Total,275,2651,20,12,13,1320,1011
Arunachal Pradesh,2002,Murder - Total Victims,3. Total,NULL,61,NULL,NULL,0,34,27
Assam,2002,Murder - Total Victims,3. Total,25,1253,0,2,0,827,399
Bihar,2002,Murder - Total Victims,3. Total,161,3831,3,7,5,2116,1539
Chandigarh,2002,Murder - Total Victims,3. Total,3,31,0,3,0,12,13
Chhattisgarh,2002,Murder - Total Victims,3. Total,106,844,7,24,4,264,439
Dadra & Nagar Haveli,2002,Murder - Total Victims,3. Total,1,11,0,0,0,2,8
Daman & Diu,2002,Murder - Total Victims,3. Total,0,8,0,0,0,5,3
Delhi,2002,Murder - Total Victims,3. Total,40,541,11,14,10,312,154
Goa,2002,Murder - Total Victims,3. Total,10,31,NULL,1,1,10,9
Gujarat,2002,Murder - Total Victims,3. Total,256,2327,41,129,42,975,884
Haryana,2002,Murder - Total Victims,3. Total,38,811,11,6,5,433,318
Himachal Pradesh,2002,Murder - Total Victims,3. Total,14,132,1,5,4,55,53
Jammu & Kashmir,2002,Murder - Total Victims,3. Total,94,1307,0,0,2,564,647
Jharkhand,2002,Murder - Total Victims,3. Total,294,1488,2,3,3,635,551
Karnataka,2002,Murder - Total Victims,3. Total,156,1704,3,18,7,826,694
Kerala,2002,Murder - Total Victims,3. Total,77,454,9,64,7,118,179
Madhya Pradesh,2002,Murder - Total Victims,3. Total,215,2395,12,8,74,1149,937
Maharashtra,2002,Murder - Total Victims,3. Total,353,2991,54,156,45,1191,1192
Manipur,2002,Murder - Total Victims,3. Total,6,222,0,0,0,130,86
Meghalaya,2002,Murder - Total Victims,3. Total,4,184,0,1,2,79,98
Mizoram,2002,Murder - Total Victims,3. Total,2,29,0,0,0,23,4
Nagaland,2002,Murder - Total Victims,3. Total,1,108,2,0,7,72,26
Odisha,2002,Murder - Total Victims,3. Total,73,1148,2,5,0,579,489
Puducherry,2002,Murder - Total Victims,3. Total,2,31,NULL,2,NULL,7,20
Punjab,2002,Murder - Total Victims,3. Total,49,772,5,4,4,319,391
Rajasthan,2002,Murder - Total Victims,3. Total,108,1324,2,15,3,563,633
Sikkim,2002,Murder - Total Victims,3. Total,NULL,13,NULL,NULL,2,4,7
Tamil Nadu,2002,Murder - Total Victims,3. Total,263,1787,12,29,4,771,708
Tripura,2002,Murder - Total Victims,3. Total,22,201,NULL,NULL,0,105,74
Uttar Pradesh,2002,Murder - Total Victims,3. Total,566,7538,191,36,311,3548,2886
Uttarakhand,2002,Murder - Total Victims,3. Total,22,335,4,NULL,3,100,206
West Bengal,2002,Murder - Total Victims,3. Total,61,1453,0,3,0,852,537
Andaman & Nicobar Islands,2003,Murder - Total Victims,3. Total,2,21,0,1,0,8,10
Andhra Pradesh,2003,Murder - Total Victims,3. Total,281,2914,39,25,55,1370,1144
Arunachal Pradesh,2003,Murder - Total Victims,3. Total,0,77,0,0,0,64,13
Assam,2003,Murder - Total Victims,3. Total,59,1191,0,2,0,639,491
Bihar,2003,Murder - Total Victims,3. Total,205,3772,2,5,5,1872,1683
Chandigarh,2003,Murder - Total Victims,3. Total,1,21,2,1,0,8,9
Chhattisgarh,2003,Murder - Total Victims,3. Total,95,797,12,25,3,312,350
Dadra & Nagar Haveli,2003,Murder - Total Victims,3. Total,2,11,NULL,NULL,NULL,4,5
Daman & Diu,2003,Murder - Total Victims,3. Total,3,6,0,0,0,0,3
Delhi,2003,Murder - Total Victims,3. Total,48,502,16,19,19,254,146
Goa,2003,Murder - Total Victims,3. Total,6,34,NULL,NULL,NULL,11,17
Gujarat,2003,Murder - Total Victims,3. Total,115,1164,6,61,16,457,509
Haryana,2003,Murder - Total Victims,3. Total,39,748,2,3,19,401,284
Himachal Pradesh,2003,Murder - Total Victims,3. Total,9,130,2,5,2,43,69
Jammu & Kashmir,2003,Murder - Total Victims,3. Total,82,1115,0,0,0,432,601
Jharkhand,2003,Murder - Total Victims,3. Total,115,1482,3,7,2,683,672
Karnataka,2003,Murder - Total Victims,3. Total,150,1576,23,91,71,648,593
Kerala,2003,Murder - Total Victims,3. Total,78,435,4,22,5,120,206
Madhya Pradesh,2003,Murder - Total Victims,3. Total,154,2227,25,41,99,984,924
Maharashtra,2003,Murder - Total Victims,3. Total,374,2951,44,142,41,1250,1100
Manipur,2003,Murder - Total Victims,3. Total,9,185,0,1,0,117,58
Meghalaya,2003,Murder - Total Victims,3. Total,4,175,0,1,13,64,93
Mizoram,2003,Murder - Total Victims,3. Total,1,46,NULL,1,4,16,24
Nagaland,2003,Murder - Total Victims,3. Total,0,91,0,0,0,70,21
Odisha,2003,Murder - Total Victims,3. Total,86,1102,4,8,13,541,450
Puducherry,2003,Murder - Total Victims,3. Total,5,30,1,1,NULL,11,12
Punjab,2003,Murder - Total Victims,3. Total,74,769,5,12,8,338,332
Rajasthan,2003,Murder - Total Victims,3. Total,136,1284,7,13,6,560,562
Sikkim,2003,Murder - Total Victims,3. Total,2,16,NULL,1,1,9,3
Tamil Nadu,2003,Murder - Total Victims,3. Total,280,1654,11,11,40,596,716
Tripura,2003,Murder - Total Victims,3. Total,30,254,NULL,NULL,0,135,89
Uttar Pradesh,2003,Murder - Total Victims,3. Total,487,5284,145,35,292,2438,1887
Uttarakhand,2003,Murder - Total Victims,3. Total,18,293,0,0,3,115,157
West Bengal,2003,Murder - Total Victims,3. Total,62,1464,2,3,4,792,601
Andaman & Nicobar Islands,2004,Murder - Total Victims,3. Total,2,15,0,1,0,2,10
Andhra Pradesh,2004,Murder - Total Victims,3. Total,285,2640,25,35,29,1157,1109
Arunachal Pradesh,2004,Murder - Total Victims,3. Total,3,67,0,0,0,36,28
Assam,2004,Murder - Total Victims,3. Total,72,1214,0,1,0,691,450
Bihar,2004,Murder - Total Victims,3. Total,188,3948,13,4,4,2175,1564
Chandigarh,2004,Murder - Total Victims,3. Total,2,22,0,2,1,8,9
Chhattisgarh,2004,Murder - Total Victims,3. Total,123,927,11,20,30,331,412
Dadra & Nagar Haveli,2004,Murder - Total Victims,3. Total,1,11,0,2,1,3,4
Daman & Diu,2004,Murder - Total Victims,3. Total,NULL,3,NULL,NULL,NULL,2,1
Delhi,2004,Murder - Total Victims,3. Total,48,510,21,34,22,221,164
Goa,2004,Murder - Total Victims,3. Total,8,42,1,1,NULL,15,17
Gujarat,2004,Murder - Total Victims,3. Total,104,1169,7,84,12,472,490
Haryana,2004,Murder - Total Victims,3. Total,46,742,1,0,22,378,295
Himachal Pradesh,2004,Murder - Total Victims,3. Total,20,110,3,3,3,37,44
Jammu & Kashmir,2004,Murder - Total Victims,3. Total,82,989,NULL,1,NULL,496,410
Jharkhand,2004,Murder - Total Victims,3. Total,115,1488,3,7,2,686,675
Karnataka,2004,Murder - Total Victims,3. Total,163,1567,3,47,4,745,605
Kerala,2004,Murder - Total Victims,3. Total,91,427,8,40,5,94,189
Madhya Pradesh,2004,Murder - Total Victims,3. Total,275,2380,22,8,114,1088,873
Maharashtra,2004,Murder - Total Victims,3. Total,291,2777,28,125,52,1176,1105
Manipur,2004,Murder - Total Victims,3. Total,10,193,0,0,0,125,58
Meghalaya,2004,Murder - Total Victims,3. Total,1,157,0,0,1,103,52
Mizoram,2004,Murder - Total Victims,3. Total,6,35,0,0,0,15,14
Nagaland,2004,Murder - Total Victims,3. Total,0,73,0,0,0,36,37
Odisha,2004,Murder - Total Victims,3. Total,63,1137,4,2,3,610,455
Puducherry,2004,Murder - Total Victims,3. Total,2,25,NULL,1,NULL,12,10
Punjab,2004,Murder - Total Victims,3. Total,77,802,8,23,11,334,349
Rajasthan,2004,Murder - Total Victims,3. Total,161,1292,6,8,7,568,542
Sikkim,2004,Murder - Total Victims,3. Total,3,18,0,3,0,4,8
Tamil Nadu,2004,Murder - Total Victims,3. Total,245,1544,13,66,4,612,604
Tripura,2004,Murder - Total Victims,3. Total,22,226,3,0,2,124,75
Uttar Pradesh,2004,Murder - Total Victims,3. Total,550,6665,218,116,347,2837,2597
Uttarakhand,2004,Murder - Total Victims,3. Total,25,267,0,4,0,130,108
West Bengal,2004,Murder - Total Victims,3. Total,65,1433,1,1,0,736,630
Andaman & Nicobar Islands,2005,Murder - Total Victims,3. Total,1,15,NULL,1,NULL,5,8
Andhra Pradesh,2005,Murder - Total Victims,3. Total,313,2928,21,38,28,1277,1251
Arunachal Pradesh,2005,Murder - Total Victims,3. Total,2,81,0,0,0,59,20
Assam,2005,Murder - Total Victims,3. Total,76,1194,4,0,9,714,391
Bihar,2005,Murder - Total Victims,3. Total,189,3471,10,14,13,2160,1085
Chandigarh,2005,Murder - Total Victims,3. Total,1,18,0,3,0,7,7
Chhattisgarh,2005,Murder - Total Victims,3. Total,123,1050,14,11,12,405,485
Dadra & Nagar Haveli,2005,Murder - Total Victims,3. Total,2,7,NULL,1,1,2,1
Daman & Diu,2005,Murder - Total Victims,3. Total,NULL,5,1,NULL,NULL,4,NULL
Delhi,2005,Murder - Total Victims,3. Total,40,533,12,17,7,284,173
Goa,2005,Murder - Total Victims,3. Total,5,49,1,3,NULL,14,26
Gujarat,2005,Murder - Total Victims,3. Total,115,1103,17,70,12,418,471
Haryana,2005,Murder - Total Victims,3. Total,82,812,8,9,21,366,326
Himachal Pradesh,2005,Murder - Total Victims,3. Total,15,118,0,6,4,40,53
Jammu & Kashmir,2005,Murder - Total Victims,3. Total,45,746,0,4,0,425,272
Jharkhand,2005,Murder - Total Victims,3. Total,130,1523,29,5,113,452,794
Karnataka,2005,Murder - Total Victims,3. Total,182,1673,2,39,6,779,665
Kerala,2005,Murder - Total Victims,3. Total,92,431,11,54,4,87,183
Lakshadweep,2005,Murder - Total Victims,3. Total,NULL,1,NULL,NULL,NULL,1,0
Madhya Pradesh,2005,Murder - Total Victims,3. Total,285,2428,35,35,80,1019,974
Maharashtra,2005,Murder - Total Victims,3. Total,292,2745,43,154,45,1122,1089
Manipur,2005,Murder - Total Victims,3. Total,6,295,1,1,1,186,100
Meghalaya,2005,Murder - Total Victims,3. Total,6,138,1,3,7,57,64
Mizoram,2005,Murder - Total Victims,3. Total,6,35,0,0,0,15,14
Nagaland,2005,Murder - Total Victims,3. Total,5,91,0,0,0,48,38
Odisha,2005,Murder - Total Victims,3. Total,87,1133,3,3,4,535,501
Puducherry,2005,Murder - Total Victims,3. Total,3,19,NULL,NULL,NULL,8,8
Punjab,2005,Murder - Total Victims,3. Total,68,744,9,11,6,331,319
Rajasthan,2005,Murder - Total Victims,3. Total,124,1246,11,21,25,523,542
Sikkim,2005,Murder - Total Victims,3. Total,1,9,1,NULL,0,3,4
Tamil Nadu,2005,Murder - Total Victims,3. Total,248,1511,10,54,3,552,644
Tripura,2005,Murder - Total Victims,3. Total,14,158,NULL,1,0,91,52
Uttar Pradesh,2005,Murder - Total Victims,3. Total,554,6365,124,44,222,3120,2301
Uttarakhand,2005,Murder - Total Victims,3. Total,29,290,2,4,0,127,128
West Bengal,2005,Murder - Total Victims,3. Total,74,1454,2,0,0,942,436
Andaman & Nicobar Islands,2006,Murder - Total Victims,3. Total,2,5,NULL,NULL,NULL,1,2
Andhra Pradesh,2006,Murder - Total Victims,3. Total,392,2940,20,28,15,1367,1118
Arunachal Pradesh,2006,Murder - Total Victims,3. Total,0,60,0,0,0,40,20
Assam,2006,Murder - Total Victims,3. Total,83,1207,4,0,7,691,422
Bihar,2006,Murder - Total Victims,3. Total,111,3249,2,3,7,1933,1193
Chandigarh,2006,Murder - Total Victims,3. Total,5,14,0,1,0,2,6
Chhattisgarh,2006,Murder - Total Victims,3. Total,141,1098,12,12,24,427,482
Dadra & Nagar Haveli,2006,Murder - Total Victims,3. Total,1,9,0,1,0,3,4
Daman & Diu,2006,Murder - Total Victims,3. Total,0,7,0,2,0,3,2
Delhi,2006,Murder - Total Victims,3. Total,28,488,12,30,24,283,111
Goa,2006,Murder - Total Victims,3. Total,11,40,NULL,NULL,2,12,15
Gujarat,2006,Murder - Total Victims,3. Total,96,1214,17,80,13,497,511
Haryana,2006,Murder - Total Victims,3. Total,56,899,9,0,21,404,409
Himachal Pradesh,2006,Murder - Total Victims,3. Total,12,129,1,4,0,48,64
Jammu & Kashmir,2006,Murder - Total Victims,3. Total,17,641,1,2,7,324,290
Jharkhand,2006,Murder - Total Victims,3. Total,258,1492,18,12,109,557,538
Karnataka,2006,Murder - Total Victims,3. Total,164,1677,13,58,8,757,677
Kerala,2006,Murder - Total Victims,3. Total,78,426,4,65,3,102,174
Madhya Pradesh,2006,Murder - Total Victims,3. Total,362,2330,36,48,76,900,908
Maharashtra,2006,Murder - Total Victims,3. Total,367,2961,38,159,54,1208,1135
Manipur,2006,Murder - Total Victims,3. Total,17,238,2,0,5,127,87
Meghalaya,2006,Murder - Total Victims,3. Total,3,157,0,2,5,82,65
Mizoram,2006,Murder - Total Victims,3. Total,0,25,0,0,0,20,5
Nagaland,2006,Murder - Total Victims,3. Total,2,123,1,4,4,77,35
Odisha,2006,Murder - Total Victims,3. Total,54,1167,4,3,11,560,535
Puducherry,2006,Murder - Total Victims,3. Total,3,30,NULL,NULL,1,12,14
Punjab,2006,Murder - Total Victims,3. Total,111,851,6,10,10,386,328
Rajasthan,2006,Murder - Total Victims,3. Total,145,1238,22,30,25,505,511
Sikkim,2006,Murder - Total Victims,3. Total,4,21,NULL,NULL,4,5,8
Tamil Nadu,2006,Murder - Total Victims,3. Total,236,1418,16,48,6,492,620
Tripura,2006,Murder - Total Victims,3. Total,18,165,2,1,NULL,71,73
Uttar Pradesh,2006,Murder - Total Victims,3. Total,510,5762,161,34,231,2813,2013
Uttarakhand,2006,Murder - Total Victims,3. Total,12,285,2,2,6,96,167
West Bengal,2006,Murder - Total Victims,3. Total,69,1442,0,1,2,881,489
Andaman & Nicobar Islands,2007,Murder - Total Victims,3. Total,3,15,NULL,NULL,NULL,6,6
Andhra Pradesh,2007,Murder - Total Victims,3. Total,273,2850,24,45,39,1289,1180
Arunachal Pradesh,2007,Murder - Total Victims,3. Total,1,68,0,0,0,44,23
Assam,2007,Murder - Total Victims,3. Total,97,1374,1,0,1,817,458
Bihar,2007,Murder - Total Victims,3. Total,166,3081,23,16,56,1688,1132
Chandigarh,2007,Murder - Total Victims,3. Total,1,20,0,2,0,10,7
Chhattisgarh,2007,Murder - Total Victims,3. Total,227,1097,15,13,17,381,444
Dadra & Nagar Haveli,2007,Murder - Total Victims,3. Total,0,10,NULL,1,NULL,3,6
Daman & Diu,2007,Murder - Total Victims,3. Total,4,12,1,1,0,4,2
Delhi,2007,Murder - Total Victims,3. Total,41,511,8,24,25,276,137
Goa,2007,Murder - Total Victims,3. Total,8,34,NULL,2,NULL,9,15
Gujarat,2007,Murder - Total Victims,3. Total,127,1214,15,71,18,406,577
Haryana,2007,Murder - Total Victims,3. Total,60,942,28,33,38,416,367
Himachal Pradesh,2007,Murder - Total Victims,3. Total,16,132,3,5,2,46,60
Jammu & Kashmir,2007,Murder - Total Victims,3. Total,18,366,0,0,0,196,152
Jharkhand,2007,Murder - Total Victims,3. Total,129,1617,13,2,10,637,826
Karnataka,2007,Murder - Total Victims,3. Total,174,1586,9,32,12,670,689
Kerala,2007,Murder - Total Victims,3. Total,85,393,9,39,5,88,167
Madhya Pradesh,2007,Murder - Total Victims,3. Total,281,2315,34,81,45,950,924
Maharashtra,2007,Murder - Total Victims,3. Total,348,2793,39,165,46,1175,1020
Manipur,2007,Murder - Total Victims,3. Total,10,295,1,1,6,148,129
Meghalaya,2007,Murder - Total Victims,3. Total,9,114,3,2,7,39,54
Mizoram,2007,Murder - Total Victims,3. Total,2,43,1,0,2,26,12
Nagaland,2007,Murder - Total Victims,3. Total,3,118,0,1,2,51,61
Odisha,2007,Murder - Total Victims,3. Total,44,1235,12,6,15,637,521
Puducherry,2007,Murder - Total Victims,3. Total,3,35,NULL,2,1,21,8
Punjab,2007,Murder - Total Victims,3. Total,85,826,13,10,10,386,322
Rajasthan,2007,Murder - Total Victims,3. Total,128,1359,29,28,32,536,606
Sikkim,2007,Murder - Total Victims,3. Total,1,9,1,NULL,NULL,5,2
Tamil Nadu,2007,Murder - Total Victims,3. Total,314,1711,14,49,5,607,722
Tripura,2007,Murder - Total Victims,3. Total,25,150,4,3,4,52,62
Uttar Pradesh,2007,Murder - Total Victims,3. Total,446,5182,160,61,176,2432,1907
Uttarakhand,2007,Murder - Total Victims,3. Total,25,268,4,5,5,164,65
West Bengal,2007,Murder - Total Victims,3. Total,78,1653,2,8,5,968,592
Andaman & Nicobar Islands,2008,Murder - Total Victims,3. Total,2,8,2,NULL,NULL,2,2
Andhra Pradesh,2008,Murder - Total Victims,3. Total,303,2762,21,36,64,1266,1072
Arunachal Pradesh,2008,Murder - Total Victims,3. Total,2,72,0,0,0,40,30
Assam,2008,Murder - Total Victims,3. Total,55,1426,1,0,0,851,519
Bihar,2008,Murder - Total Victims,3. Total,114,3139,19,37,60,1837,1072
Chandigarh,2008,Murder - Total Victims,3. Total,2,17,0,0,0,10,5
Chhattisgarh,2008,Murder - Total Victims,3. Total,152,1169,19,23,56,411,508
Dadra & Nagar Haveli,2008,Murder - Total Victims,3. Total,3,9,1,NULL,NULL,NULL,5
Daman & Diu,2008,Murder - Total Victims,3. Total,0,2,0,0,NULL,0,2
Delhi,2008,Murder - Total Victims,3. Total,43,589,9,25,17,202,293
Goa,2008,Murder - Total Victims,3. Total,11,53,1,2,0,18,21
Gujarat,2008,Murder - Total Victims,3. Total,107,1145,9,47,10,449,523
Haryana,2008,Murder - Total Victims,3. Total,112,970,11,7,13,404,423
Himachal Pradesh,2008,Murder - Total Victims,3. Total,14,130,3,4,7,37,65
Jammu & Kashmir,2008,Murder - Total Victims,3. Total,18,266,0,0,0,107,141
Jharkhand,2008,Murder - Total Victims,3. Total,98,1697,0,4,7,841,747
Karnataka,2008,Murder - Total Victims,3. Total,172,1800,28,107,32,700,761
Kerala,2008,Murder - Total Victims,3. Total,77,379,10,39,NULL,86,167
Lakshadweep,2008,Murder - Total Victims,3. Total,NULL,1,NULL,NULL,NULL,NULL,1
Madhya Pradesh,2008,Murder - Total Victims,3. Total,312,2351,68,22,17,930,1002
Maharashtra,2008,Murder - Total Victims,3. Total,335,2976,43,116,41,1241,1200
Manipur,2008,Murder - Total Victims,3. Total,12,268,4,5,3,141,103
Meghalaya,2008,Murder - Total Victims,3. Total,9,126,0,0,0,65,52
Mizoram,2008,Murder - Total Victims,3. Total,0,35,0,0,0,24,11
Nagaland,2008,Murder - Total Victims,3. Total,3,147,0,0,0,86,58
Odisha,2008,Murder - Total Victims,3. Total,98,1250,4,6,3,533,606
Puducherry,2008,Murder - Total Victims,3. Total,5,35,NULL,1,NULL,17,12
Punjab,2008,Murder - Total Victims,3. Total,83,815,9,10,13,386,314
Rajasthan,2008,Murder - Total Victims,3. Total,131,1320,24,21,48,527,569
Sikkim,2008,Murder - Total Victims,3. Total,NULL,9,NULL,NULL,2,4,3
Tamil Nadu,2008,Murder - Total Victims,3. Total,327,1824,8,88,4,597,800
Tripura,2008,Murder - Total Victims,3. Total,17,166,9,7,4,57,72
Uttar Pradesh,2008,Murder - Total Victims,3. Total,396,4699,124,60,192,2287,1640
Uttarakhand,2008,Murder - Total Victims,3. Total,28,261,NULL,1,2,168,62
West Bengal,2008,Murder - Total Victims,3. Total,165,1811,5,2,14,910,715
Andaman & Nicobar Islands,2009,Murder - Total Victims,3. Total,NULL,18,NULL,3,NULL,6,9
Andhra Pradesh,2009,Murder - Total Victims,3. Total,275,2475,18,30,29,1047,1076
Arunachal Pradesh,2009,Murder - Total Victims,3. Total,0,59,0,0,0,31,28
Assam,2009,Murder - Total Victims,3. Total,40,1323,0,0,4,846,433
Bihar,2009,Murder - Total Victims,3. Total,143,3179,26,22,78,1858,1052
Chandigarh,2009,Murder - Total Victims,3. Total,1,22,0,1,0,12,8
Chhattisgarh,2009,Murder - Total Victims,3. Total,161,1083,11,39,34,355,483
Dadra & Nagar Haveli,2009,Murder - Total Victims,3. Total,1,10,NULL,1,NULL,4,4
Daman & Diu,2009,Murder - Total Victims,3. Total,NULL,5,NULL,NULL,NULL,2,3
Delhi,2009,Murder - Total Victims,3. Total,41,571,21,30,30,291,158
Goa,2009,Murder - Total Victims,3. Total,6,57,0,3,1,22,25
Gujarat,2009,Murder - Total Victims,3. Total,90,1059,15,58,6,386,504
Haryana,2009,Murder - Total Victims,3. Total,98,1007,6,2,11,427,463
Himachal Pradesh,2009,Murder - Total Victims,3. Total,23,133,2,4,3,41,60
Jammu & Kashmir,2009,Murder - Total Victims,3. Total,14,262,0,1,3,124,120
Jharkhand,2009,Murder - Total Victims,3. Total,89,1636,2,4,5,728,808
Karnataka,2009,Murder - Total Victims,3. Total,187,1752,23,28,12,698,804
Kerala,2009,Murder - Total Victims,3. Total,76,369,11,42,6,80,154
Madhya Pradesh,2009,Murder - Total Victims,3. Total,334,2402,31,60,36,949,992
Maharashtra,2009,Murder - Total Victims,3. Total,320,2712,26,142,38,1171,1015
Manipur,2009,Murder - Total Victims,3. Total,18,174,2,4,4,61,85
